No,Branch Code,Branch Store Name,Province (Khmer),District (English),District (Khmer),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,Phone,Type,Status
152,"KAMA010","Koun Sat","កំពត","Tuek Chhou","ទឹកឈូ","កូនសត្វ","070708","10.601968","104.279321","0973398687","Authorized Dealer/ Authorized Agent","In effect"
153,"KAMA011","Chhuk 02","កំពង់ធំ","Prasat Sambour","ប្រាសាទសំបូរ","ឈូក","060501","10.833158","104.450881","0888884413","Authorized Dealer/ Authorized Agent","In effect"
154,"KAMA012","Kaoh Touch","កំពត","Bokor","បូកគោ","កោះតូច","070902","10.559037","104.083316","0977336660","Authorized Dealer/ Authorized Agent","In effect"
155,"KAMA013","Trapeang Reang","កំពត","Chum Kiri","ជុំគិរី","ត្រពាំងរាំង","070407","10.922155","104.423925","0718084499","Authorized Dealer/ Authorized Agent","In effect"
156,"KAMA014","Dang Tung 02","កំពត","Dang Tong","ដងទង់","ដំណាក់សុក្រំ","070501","10.70057","104.44922","066647864","Authorized Dealer/ Authorized Agent","In effect"
157,"KAMA015","Preaek Tnaot 01","កំពត","Bokor","បូកគោ","ព្រែកត្នោត","070903","10.578851","103.993994","0978107007","Authorized Dealer/ Authorized Agent","In effect"
158,"KAMA016","Prey Thnang","កំពត","Tuek Chhou","ទឹកឈូ","ព្រៃថ្នង","070713","10.69138","104.253991","0883230032","Authorized Dealer/ Authorized Agent","In effect"
159,"KAMA017","Trapeang Sangkae","កំពត","Tuek Chhou","ទឹកឈូ","ត្រពាំងសង្កែ","070718","10.592727","104.247785","066365170","Authorized Dealer/ Authorized Agent","In effect"
160,"KAMA018","Kampong Kandal","កំពត","Kampot","កំពត","កំពង់កណ្ដាល","070801","10.603561","104.186762","0715506622","Authorized Dealer/ Authorized Agent","In effect"
161,"KAMA019","Ruessei Srok Khang Lech 01","កំពត","Kampong Trach","កំពង់ត្រាច","ឫស្សីស្រុកខាងលិច","070614","10.432794","104.448912","0974815105","Authorized Dealer/ Authorized Agent","In effect"
162,"KAMA020","Kampong Trach Khang Kaeut","កំពត","Kampong Trach","កំពង់ត្រាច","កំពង់ត្រាចខាងកើត","070605","10.558688","104.467121","0976993636","Authorized Dealer/ Authorized Agent","In effect"
163,"KAMA021","Trapeang Sala Khang Kaeut","កំពត","Banteay Meas","បន្ទាយមាស","ត្រពាំងសាលាខាងកើត","070210","10.705028","104.620335","068470026","Authorized Dealer/ Authorized Agent","In effect"
164,"KAMA022","Praphnum","កំពត","Angkor Chey","អង្គរជ័យ","ប្រភ្នំ","070109","10.839616","104.650137","0977833168","Authorized Dealer/ Authorized Agent","In effect"
165,"KAMA023","Ruessei Srok Khang Lech 02","កំពត","Kampong Trach","កំពង់ត្រាច","ឫស្សីស្រុកខាងលិច","070614","10.491692","104.457715","0886242006","Authorized Dealer/ Authorized Agent","In effect"
166,"KAMA024","Ang Sophi","កំពត","Kampong Trach","កំពង់ត្រាច","អង្គសុរភី","070609","10.55492","104.499998","0714236423","Authorized Dealer/ Authorized Agent","In effect"
167,"KAMA025","Damnak Kantuot Khang Cheung","កំពត","Kampong Trach","កំពង់ត្រាច","ដំណាក់កន្ទួតខាងជើង","070603","10.616107","104.451051","0883872671","Authorized Dealer/ Authorized Agent","In effect"
168,"KAMA026","L ang","កំពត","Dang Tong","ដងទង់","ល្អាង","070510","10.741902","104.341575","0884042326","Authorized Dealer/ Authorized Agent","In effect"
169,"KAMA027","Tuk Meas Khang Lech","កំពត","Banteay Meas","បន្ទាយមាស","ទូកមាសខាងលិច","070213","10.666234","104.560236","0886272862","Authorized Dealer/ Authorized Agent","In effect"
170,"KAMA028","Preaek Tnaot 02","កំពត","Bokor","បូកគោ","ព្រែកត្នោត","070903","10.612442","103.931604","0884811108","Authorized Dealer/ Authorized Agent","In effect"
171,"KAMA029","Dambouk Khpuos","កំពត","Angkor Chey","អង្គរជ័យ","ដំបូកខ្ពស់","070104","10.776852","104.568238","0885217220","Authorized Dealer/ Authorized Agent","In effect"
172,"KAMA030","Dong Tong","កំពត","Dang Tong","ដងទង់","ដំណាក់សុក្រំ","070501","10.62885","104.47109","068539366","Authorized Dealer/ Authorized Agent","In effect"
173,"KAMA031","KampongTrach","កំពត","Kampong Trach","កំពង់ត្រាច","បឹងសាលាខាងជើង","070601","10.447786","104.437666","067740007","Authorized Dealer/ Authorized Agent","In effect"
174,"KAMP001","Kampot","កំពត","Kampot","កំពត","កំពង់កណ្ដាល","070801","10.619812","104.182473","0979758982","Post office","In effect"
175,"KAMS001","Krang Ampil","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","ក្រាំងអំពិល","050704","10.6143893","104.1821269","0972141011","Post office","In effect"
176,"KAMS002","Tuk Meas Khang Lech","កំពត","Banteay Meas","បន្ទាយមាស","ទូកមាសខាងលិច","070213","10.667472","104.560635","0888808908","Post office","In effect"
177,"KAMS003","Satv Pong","កំពត","Chhuk","ឈូក","សត្វពង","070312","10.835357","104.454835","0976095490","Post office","In effect"
178,"SPEA006","Chhuk","កំពង់ធំ","Prasat Sambour","ប្រាសាទសំបូរ","ឈូក","060501","11.131556","104.151154","0888269777","Authorized Dealer/ Authorized Agent","In effect"
179,"KANA001","Preaek Chrey","កណ្តាល","Sampeou Poun","សំពៅពូន","ព្រែកជ្រៃ","081202","10.96737","105.10423","0885014445","Authorized Dealer/ Authorized Agent","In effect"
180,"KANA002","Sampov Pun 01","Battambang","Sampov Lun","សំពៅលូន","សំពៅលូន","021001","11.027526","105.05863","0975299991","Authorized Dealer/ Authorized Agent","In effect"
181,"KANA003","Pou Ban 01","កណ្តាល","Kaoh Thum","កោះធំ","ពោធិ៍បាន","080408","11.195817","105.061087","0975443338","Authorized Dealer/ Authorized Agent","In effect"
182,"KANA004","Settak bou","កណ្តាល","Ta Khmau","តាខ្មៅ","សិត្បូ","081109","11.455657","105.029998","0315055568","Authorized Dealer/ Authorized Agent","In effect"
183,"KANA005","Svay Rolum","កណ្តាល","Ta Khmau","តាខ្មៅ","ស្វាយរលំ","081107","11.455178","104.999608","066666603","Authorized Dealer/ Authorized Agent","In effect"
184,"KANA006","Krang Youv","កណ្តាល","S'ang","ស្អាង","ក្រាំងយ៉ូវ","081005","11.292181","104.947988","090833458","Authorized Dealer/ Authorized Agent","In effect"
185,"KANA007","Khpob","កណ្តាល","S'ang","ស្អាង","ខ្ពប","081001","11.265877","105.033555","0977507013","Authorized Dealer/ Authorized Agent","In effect"
186,"KANA008","Khpob Ateav","កណ្តាល","Leuk Daek","លើកដែក","ខ្ពបអាទាវ","080503","11.058028","105.191104","068686963","Authorized Dealer/ Authorized Agent","In effect"
187,"KANA009","Kokir Thum","កំពង់ធំ","Baray","បារាយណ៍","គគីធំ","060110","11.3343","105.241244","0884446153","Authorized Dealer/ Authorized Agent","In effect"
188,"KANA010","Samraong Thum","កណ្តាល","Kien Svay","កៀនស្វាយ","សំរោងធំ","080211","11.398369","105.236634","0977300096","Authorized Dealer/ Authorized Agent","In effect"
189,"KANA011","Cheung Kaeub","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","ជើងកើប","080105","11.42506","104.875069","068220872","Authorized Dealer/ Authorized Agent","In effect"
190,"KANA012","Dei Ed","កណ្តាល","Kien Svay","កៀនស្វាយ","ដីឥដ្ឋ","080203","11.493478","105.097377","0316843333","Authorized Dealer/ Authorized Agent","In effect"
191,"KANA013","Chheu Teal 01","Battambang","Banan","បាណន់","ឈើទាល","020104","11.464371","104.977234","0889779949","Authorized Dealer/ Authorized Agent","In effect"
192,"KANA014","Chheu Teal 02","Battambang","Banan","បាណន់","ឈើទាល","020104","11.468815","105.025253","0884879666","Authorized Dealer/ Authorized Agent","In effect"
193,"KANA017","Preaek Anhchanh","កណ្តាល","Mukh Kampul","មុខកំពូល","ព្រែកអញ្ចាញ","080703","11.741298","104.98207","0974680111","Authorized Dealer/ Authorized Agent","In effect"
194,"KANA018","Roka Kaong Ti Muoy","កណ្តាល","Mukh Kampul","មុខកំពូល","រកាកោង ទី ១","080707","11.848625","104.994513","0719695959","Authorized Dealer/ Authorized Agent","In effect"
195,"KANA019","Kampong Luong","កណ្តាល","Ponhea Lueu","ពញាឮ","កំពង់ហ្លួង","080903","11.819205","104.802207","0314000044","Authorized Dealer/ Authorized Agent","In effect"
196,"KANA020","Preaek Koy","កំពង់ចាម","Kang Meas","កងមាស","ព្រែកកុយ","030705","11.367409","105.004007","099903002","Authorized Dealer/ Authorized Agent","In effect"
197,"KANA021","Preaek Hour 01","កំពង់ចាម","Srei Santhor","ស្រីសន្ធរ","ព្រែកពោធិ","031409","11.456473","104.932033","","Authorized Dealer/ Authorized Agent","In effect"
198,"KANA022","Cheung Kaeub","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","ជើងកើប","080105","11.439455","104.892452","0885777469","Authorized Dealer/ Authorized Agent","In effect"
199,"KANA023","Preaek Hour 02","កំពង់ចាម","Srei Santhor","ស្រីសន្ធរ","ព្រែកពោធិ","031409","11.4466","104.88001","0716667378","Authorized Dealer/ Authorized Agent","In effect"
200,"KANA024","Daeum Rues","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","ដើមឫស","080106","11.418343","104.791698","066441450","Authorized Dealer/ Authorized Agent","In effect"
201,"KANA026","Traeuy Sla","កណ្តាល","S'ang","ស្អាង","ត្រើយស្លា","081015","11.319958","105.067528","0975529539","Authorized Dealer/ Authorized Agent","In effect"
202,"KANA027","Preaek Ruessei","កណ្តាល","Lvea Aem","ល្វាឯម","ព្រែកឫស្សី","080611","11.470329","104.936806","0712032211","Authorized Dealer/ Authorized Agent","In effect"
203,"KANA028","Siem Reab","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","សៀមរាប","080122","11.389382","104.863461","0312481818","Authorized Dealer/ Authorized Agent","In effect"
204,"KANA029","Kampong Samnanh","កណ្តាល","Ta Khmau","តាខ្មៅ","កំពង់សំណាញ់","081106","11.460466","104.942209","060587879","Authorized Dealer/ Authorized Agent","In effect"
205,"KANA031","Preaek Ta Meak","កណ្តាល","Khsach Kandal","ខ្សាច់កណ្ដាល","ព្រែកតាមាក់","080310","11.749088","105.011697","0975428202","Authorized Dealer/ Authorized Agent","In effect"
206,"KANA033","Preaek Rey","កណ្តាល","Lvea Aem","ល្វាឯម","ព្រែករៃ","080610","11.528229","105.14387","0716404444","Authorized Dealer/ Authorized Agent","In effect"
207,"KANA034","Roka Khpuos","កណ្តាល","Ta Khmau","តាខ្មៅ","រកាខ្ពស់","081110","11.420457","104.983317","066988835","Authorized Dealer/ Authorized Agent","In effect"
208,"KANA036","Sambuor Meas","កំពង់ចាម","Kampong Cham","កំពង់ចាម","សំបួរមាស","030503","11.667183","104.866842","0886896222","Authorized Dealer/ Authorized Agent","In effect"
209,"KANA037","Sambuor","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","សំបួរ","010210","11.47773","105.162037","0978760303","Authorized Dealer/ Authorized Agent","In effect"
210,"KANA038","Preaek Ruessei","កណ្តាល","Lvea Aem","ល្វាឯម","ព្រែកឫស្សី","080611","11.4686","105.209882","068282262","Authorized Dealer/ Authorized Agent","In effect"
211,"KANA039","Chheu Khmau","កណ្តាល","Sampeou Poun","សំពៅពូន","ឈើខ្មៅ","081201","11.048601","105.077687","068688885","Authorized Dealer/ Authorized Agent","In effect"
212,"KANA040","Sampov Pun 02","Battambang","Sampov Lun","សំពៅលូន","សំពៅលូន","021001","10.954919","105.07873","0885852222","Authorized Dealer/ Authorized Agent","In effect"
213,"KANA041","Leuk Daek","កណ្តាល","Kaoh Thum","កោះធំ","លើកដែក","080407","11.130317","105.130143","0887000585","Authorized Dealer/ Authorized Agent","In effect"
214,"KANA042","Pou Ban 02","កណ្តាល","Kaoh Thum","កោះធំ","ពោធិ៍បាន","080408","11.182247","104.074302","066350114","Authorized Dealer/ Authorized Agent","In effect"
215,"KANA043","Puk Ruessei","កណ្តាល","Khsach Kandal","ខ្សាច់កណ្ដាល","ពុកឫស្សី","080311","11.684915","104.968129","0978333874","Authorized Dealer/ Authorized Agent","In effect"
216,"KANA044","Svay Romiet 01","កណ្តាល","Khsach Kandal","ខ្សាច់កណ្ដាល","ស្វាយរមៀត","080316","11.795103","105.015382","0718044433","Authorized Dealer/ Authorized Agent","In effect"
217,"KANA045","Svay Romiet 02","កណ្តាល","Khsach Kandal","ខ្សាច់កណ្ដាល","ស្វាយរមៀត","080316","11.8122","105.038624","068401902","Authorized Dealer/ Authorized Agent","In effect"
218,"KANA046","Prek Krabao Ti 2","កំពង់ចាម","Kang Meas","កងមាស","ព្រែកក្របៅ","030706","11.6601777","104.96405","066666017","Authorized Dealer/ Authorized Agent","In effect"
219,"KANA049","Roka","Battambang","Sangkae","សង្កែ","រកា","020804","11.451665","104.720281","0885777469","Authorized Dealer/ Authorized Agent","In effect"
220,"KANA066","Wat Prek Ampil","កណ្តាល","Akreiy Ksatr","អរិយក្សត្រ","ព្រែកអំពិល","081303","11.647094","104.957062","010274262","Authorized Dealer/ Authorized Agent","In effect"
221,"KANP001","Ta Khmau","កណ្តាល","Ta Khmau","តាខ្មៅ","តាក្ដុល","081101","11.4777335","104.9487032","0716646043","Post office","In effect"
222,"KANS001","Ta Khmao","កណ្តាល","Ta Khmau","តាខ្មៅ","តាខ្មៅ","081104","11.473225","104.94918","","Post office","In effect"
223,"KANS002","Kokir","កណ្តាល","Kien Svay","កៀនស្វាយ","គគីរ","080206","11.511094","105.048311","","Post office","In effect"
224,"KANS003","Preaek Thmei","កណ្តាល","Kaoh Thum","កោះធំ","ព្រែកថ្មី","080411","11.133705","105.057119","","Post office","In effect"
225,"KANS004","Preaek Anhchanh","កណ្តាល","Mukh Kampul","មុខកំពូល","ព្រែកអញ្ចាញ","080703","11.738","104.9776","","Post office","In effect"
226,"KANS005","Baek Chan","កណ្តាល","Angk Snuol","អង្គស្នួល","បែកចាន","080801","11.509273","104.741863","","Post office","In effect"
227,"KEPA001","Ou Krasar","កែប","Kaeb","កែប","អូរក្រសារ","230203","10.55536","104.2883","0889126653","Authorized Dealer/ Authorized Agent","In effect"
228,"KEPA002","Damnak Chang Aeur","កែប","Damnak Chang'aeur","ដំណាក់ចង្អើរ","អង្កោល","230101","10.576537","104.390497","067872737","Authorized Dealer/ Authorized Agent","In effect"
229,"DVCZ5","Vehicle Team Z5","Koh Kong","Vehicle Team Z5","Vehicle Team Z5","Vehicle Team Z5","","","","","Transportation Team/ Delivery Team/ Shipping Team","In effect"
230,"KOHA001","Dang Tung","កំពត","Dang Tong","ដងទង់","ដំណាក់សុក្រំ","070501","11.595865","102.979171","0973415168","Authorized Dealer/ Authorized Agent","In effect"
231,"KOHA002","Trapeang Rung","កោះកុង","Kaoh Kong","កោះកុង","ត្រពាំងរូង","090304","11.379754","103.257654","068645654","Authorized Dealer/ Authorized Agent","In effect"
232,"KOHA003","Andoung Tuek","កោះកុង","Botum Sakor","បុទុមសាគរ","អណ្ដូងទឹក","090101","11.18609","103.468786","068848687","Authorized Dealer/ Authorized Agent","In effect"
233,"KOHA004","Dang Tung 02","កំពត","Dang Tong","ដងទង់","ដំណាក់សុក្រំ","070501","11.608304","102.982362","0718099992","Authorized Dealer/ Authorized Agent","In effect"
234,"KOHA005","Srae Ambel","កោះកុង","Srae Ambel","ស្រែ អំបិល","បឹងព្រាវ","090601","11.1860333","103.4687297","0716668661","Authorized Dealer/ Authorized Agent","In effect"
235,"KOHA006","Srae Ambel","កោះកុង","Srae Ambel","ស្រែ អំបិល","បឹងព្រាវ","090601","11.122887","103.745922","0975375352","Authorized Dealer/ Authorized Agent","In effect"
236,"KOHA007","Phnhi Meas","កោះកុង","Kiri Sakor","គិរីសាគរ","ភ្ញីមាស","090202","10.990343","103.2221","0312226422","Authorized Dealer/ Authorized Agent","In effect"
237,"KOHA008","Pak Khlang","កោះកុង","Mondol Seima","មណ្ឌលសីមា","ប៉ាក់ខ្លង","090501","11.642346","102.922879","0717330666","Authorized Dealer/ Authorized Agent","In effect"
238,"KOHA009","Ruessei Chrum","កោះកុង","Thma Bang","ថ្មបាំង","ឫស្សីជ្រុំ","090704","11.683293","103.44224","0973440505","Authorized Dealer/ Authorized Agent","In effect"
239,"KOHA010","Smach Mean Chey","កោះកុង","Khemara Phoumin","ខេមរភូមិន្ទ","ស្មាច់មានជ័យ","090401","11.61593","102.98466","0715443366","Authorized Dealer/ Authorized Agent","In effect"
240,"KOHA011","Kong deab","កំពង់ចាម","Kaoh Soutin","កោះសូទិន","កំពង់រាប","030801","","","068845698","Authorized Dealer/ Authorized Agent","In effect"
241,"KOHA012","Cham Yeam","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","ចំណោម","010203","11.383526","102.5550684","0319993899","Authorized Dealer/ Authorized Agent","In effect"
242,"KOHP001","Khemmeakrakphumin","កោះកុង","Khemara Phoumin","ខេមរភូមិន្ទ","ស្មាច់មានជ័យ","090401","11.61075","102.978804","0975942942","Post office","In effect"
243,"KOHS001","Smach Mean Chey","កោះកុង","Khemara Phoumin","ខេមរភូមិន្ទ","ស្មាច់មានជ័យ","090401","11.6154","102.98474","0972920124","Post office","In effect"
244,"HUBKRA01","Hub vùng HUBKRA01","Kratie","Hub vùng HUBKRA01","Hub vùng HUBKRA01","Hub vùng HUBKRA01","","11.600572823206011","105.70856773843626","","Regional Warehouse","Out of effect"
245,"HZ5P01","Head office Z5","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","ភក្ដី","050104","","","","Phòng ban","In effect"
246,"KRAA001","Sambok","ក្រចេះ","Chetr Borei","ចិត្របុរី","សំបុក","100607","12.5903","106.0265","0972626765","Authorized Dealer/ Authorized Agent","In effect"
247,"KRAA003","Chhloung","ក្រចេះ","Chhloung","ឆ្លូង","ឆ្លូង","100101","12.252597","105.977067","0976111877","Authorized Dealer/ Authorized Agent","In effect"
248,"KRAA004","Kbal Damrei","ក្រចេះ","Ou Krieng Saenchey","អូរគ្រៀងសែនជ័យ","ក្បាលដំរី","100701","12.86919","106.198153","0882720200","Authorized Dealer/ Authorized Agent","In effect"
249,"KRAA005","Svay Chreah","ក្រចេះ","Snuol","ស្នួល","ស្វាយជ្រះ","100505","12.320298","106.324222","090440206","Authorized Dealer/ Authorized Agent","In effect"
250,"KRAA006","Kranhung Saen Chey","ក្រចេះ","Snuol","ស្នួល","គ្រញូងសែនជ័យ","100506","12.129537","106.653759","0884939990","Authorized Dealer/ Authorized Agent","In effect"
251,"KRAA007","Ou Krieng","ក្រចេះ","Ou Krieng Saenchey","អូរគ្រៀងសែនជ័យ","អូរគ្រៀង","100702","13.043829","106.180606","068636161","Authorized Dealer/ Authorized Agent","In effect"
252,"KRAA008","Sambour","កំពង់ចាម","Batheay","បាធាយ","សំបូរ","030107","12.776424","105.964835","0886676766","Authorized Dealer/ Authorized Agent","In effect"
253,"KRAA009","Sandan","កំពង់ធំ","Sandan","សណ្ដាន់","ឈើទាល","060601","12.689547","106.021083","0314946555","Authorized Dealer/ Authorized Agent","In effect"
254,"KRAA010","Chambak","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","ចំបក់","050601","12.278305","105.801464","0882220686","Authorized Dealer/ Authorized Agent","In effect"
255,"KRAA012","Kanhchor","ក្រចេះ","Chhloung","ឆ្លូង","កញ្ជរ","100105","12.33255","106.052751","068522577","Authorized Dealer/ Authorized Agent","In effect"
256,"KRAP001","Kracheh","ក្រចេះ","Kracheh","ក្រចេះ","កោះទ្រង់","100207","12.482385","106.020364","0979171178","Post office","In effect"
257,"KRAS001","Kracheh","ក្រចេះ","Kracheh","ក្រចេះ","កោះទ្រង់","100207","12.4896","106.016","0719997744","Post office","In effect"
258,"KRAS002","Snuol","ក្រចេះ","Snuol","ស្នួល","ឃ្សឹម","100501","12.0746","106.4211","0717370643","Post office","In effect"
259,"KRAS003","Chhloung","ក្រចេះ","Chhloung","ឆ្លូង","ឆ្លូង","100101","12.2569","105.9602","0719778997","Post office","In effect"
260,"KRAS004","Sambour","កំពង់ចាម","Batheay","បាធាយ","សំបូរ","030107","12.774535","105.964866","0976969537","Post office","In effect"
261,"KRAS005","Preaek Prasab","ក្រចេះ","Prek Prasab","ព្រែកប្រសព្វ","ព្រែកប្រសព្វ","100305","12.35199","106.03661","0977637301","Post office","In effect"
262,"KVKRA01","Kho vùng KRATIE","ឧត្តរមានជ័យ","Samraong","សំរោង","កូនក្រៀល","220403","","","","Regional Warehouse","In effect"
263,"DVCMEGA1","MEGA transport team","កណ្តាល","Ponhea Lueu","ពញាឮ","ព្រែកតាទែន","080910","11.63907","104.85378","","Transportation Team/ Delivery Team/ Shipping Team","In effect"
264,"MEGA1","MEGA1","ព្រះវិហារ","Chey Saen","ជ័យសែន","ធ្មា","130105","11.631082846238561","104.85548753809898","","Operations Center","In effect"
265,"HEADP01","Head Office Center","ព្រៃវែង","Kampong Trabaek","កំពង់ត្របែក","ពាមមន្ទារ","140308","","","","Phòng ban","In effect"
266,"TN3","Thử nghiệm 3-TTCNTT BAT","Metfone Express HQ","Thử nghiệm 3-TTCNTT BAT","Thử nghiệm 3-TTCNTT BAT","Thử nghiệm 3-TTCNTT BAT","","","","","Authorized Dealer/ Authorized Agent","Out of effect"
267,"MONA001","Chong Phlah","មណ្ឌលគិរី","Kaev Seima","កែវសីមា","ចុងផ្លាស់","110101","12.614578","106.876878","0979312777","Authorized Dealer/ Authorized Agent","In effect"
268,"MONA002","Dak Dam","មណ្ឌលគិរី","Ou Reang","អូររាំង","ដាក់ដាំ","110301","12.423385","107.312825","0717557043","Authorized Dealer/ Authorized Agent","In effect"
269,"MONA003","Srae Sangkum","មណ្ឌលគិរី","Kaoh Nheaek","កោះញែក","ស្រែសង្គម","110206","13.075742","107.044095","0977076136","Authorized Dealer/ Authorized Agent","In effect"
270,"MONA004","Bu Sra","មណ្ឌលគិរី","Pech Chreada","ពេជ្រាដា","ប៊ូស្រា","110404","12.541149","107.431679","0976417077","Authorized Dealer/ Authorized Agent","In effect"
271,"MONA005","Pu Chrey","មណ្ឌលគិរី","Pech Chreada","ពេជ្រាដា","ពូជ្រៃ","110402","12.684758","107.218298","0882727972","Authorized Dealer/ Authorized Agent","In effect"
272,"MONA006","Srae Ampum","មណ្ឌលគិរី","Pech Chreada","ពេជ្រាដា","ស្រែអំពូម","110403","12.541868","107.337129","066924904","Authorized Dealer/ Authorized Agent","In effect"
273,"MONA007","Srae Khtum","មណ្ឌលគិរី","Kaev Seima","កែវសីមា","ស្រែខ្ទុម","110104","12.112262","106.886145","0714598999","Authorized Dealer/ Authorized Agent","In effect"
274,"MONA008","Srae Chhuk","មណ្ឌលគិរី","Kaev Seima","កែវសីមា","ស្រែឈូក","110103","12.139465","106.718123","0712300008","Authorized Dealer/ Authorized Agent","In effect"
275,"MONP001","Mondulkiri","កំពង់ឆ្នាំង","Chol Kiri","ជលគីរី","ជលសា","040201","12.457818","107.187645","0716696816","Post office","In effect"
276,"MONS001","Spean Mean Chey","មណ្ឌលគិរី","Saen Monourom","សែនមនោរម្យ","ស្ពានមានជ័យ","110503","12.454312","107.187197","0889604994","Post office","In effect"
277,"ODDA001","Anlung Veaeng 01","ឧត្តរមានជ័យ","Anlong Veaeng","អន្លង់វែង","អន្លង់វែង","220101","14.08214","104.095182","0886855656","Authorized Dealer/ Authorized Agent","In effect"
278,"ODDA002","Anlung Veaeng 02","ឧត្តរមានជ័យ","Anlong Veaeng","អន្លង់វែង","អន្លង់វែង","220101","14.232786","104.080505","0972631463","Authorized Dealer/ Authorized Agent","In effect"
279,"ODDA003","Trapeang Tav","ឧត្តរមានជ័យ","Anlong Veaeng","អន្លង់វែង","ត្រពាំងតាវ","220103","14.22539","103.897009","0312224055","Authorized Dealer/ Authorized Agent","In effect"
280,"ODDA004","Trapeang Prasat 01","ឧត្តរមានជ័យ","Trapeang Prasat","ត្រពាំងប្រាសាទ","បាក់អន្លូង","220501","14.19811","104.356795","0714809488","Authorized Dealer/ Authorized Agent","In effect"
281,"ODDA005","Trapeang Prasat 02","ឧត្តរមានជ័យ","Trapeang Prasat","ត្រពាំងប្រាសាទ","បាក់អន្លូង","220501","14.112373","104.342542","0317535511","Authorized Dealer/ Authorized Agent","In effect"
282,"ODDA006","Samraong","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","សំរោង","010505","14.177446","103.507004","0719000048","Authorized Dealer/ Authorized Agent","In effect"
283,"ODDA007","Chong Kal","ឧត្តរមានជ័យ","Chong Kal","ចុងកាល់","ជើងទៀន","220301","13.961066","103.572905","066772668","Authorized Dealer/ Authorized Agent","In effect"
284,"ODDA008","Kouk Mon","ឧត្តរមានជ័យ","Banteay Ampil","បន្ទាយអំពិល","គោកមន","220204","14.161922","103.288798","068819868","Authorized Dealer/ Authorized Agent","In effect"
285,"ODDP001","Samraong","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","សំរោង","010505","14.171544","103.511342","0979520168","Post office","In effect"
286,"ODDS001","Samraong","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","សំរោង","010505","14.17525","103.5071667","","Post office","Out of effect"
287,"ODDS002","Anlung Veaeng","ឧត្តរមានជ័យ","Anlong Veaeng","អន្លង់វែង","អន្លង់វែង","220101","14.230011","104.0781543","0717751736","Post office","In effect"
288,"ODDTEST","Otdar Meanchey","បន្ទាយមានជ័យ","Preah Netr Preah","ព្រះនេត្រព្រះ","ឈ្នួរមានជ័យ","010401","","","","Post office","Out of effect"
289,"PAIA001","Pailin","ប៉ៃលិន","Pailin","ប៉ៃលិន","ប៉ៃលិន","240101","12.857257","102.604963","0977186678","Authorized Dealer/ Authorized Agent","In effect"
290,"PAIA002","Sala Krau","ប៉ៃលិន","Sala Krau","សាលាក្រៅ","សាលាក្រៅ","240201","12.948435","102.591515","0978877791","Authorized Dealer/ Authorized Agent","In effect"
291,"PAIA003","Stueng Kach","ប៉ៃលិន","Sala Krau","សាលាក្រៅ","ស្ទឹងកាច់","240203","12.934088","102.501392","0883883383","Authorized Dealer/ Authorized Agent","In effect"
292,"PAIS001","Pailin","ប៉ៃលិន","Pailin","ប៉ៃលិន","ប៉ៃលិន","240101","12.857211","102.604989","","Post office","In effect"
293,"DVCZ1","Vehicle Team Z1","Phnom Penh Branch","Vehicle Team Z1","Vehicle Team Z1","Vehicle Team Z1","","","","","Transportation Team/ Delivery Team/ Shipping Team","In effect"
294,"HZ1P01","Head Office Z1","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី១","120914","","","","Phòng ban","In effect"
295,"PNPA001","Prey Sa","ភ្នំពេញ","Dangkao","ដង្កោ","ព្រៃស","120510","11.500609","104.858078","","Authorized Dealer/ Authorized Agent","In effect"
296,"PNPA002","Oulampik 01","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","ទួលអំពិល","050111","11.55307","104.91135","066659268","Authorized Dealer/ Authorized Agent","In effect"
297,"PNPA003","Tuek Thla 01","បន្ទាយមានជ័យ","Serei Saophoan","សិរីសោភ័ណ","ទឹកថ្លា","010608","11.556812","104.881281","0312244786","Authorized Dealer/ Authorized Agent","In effect"
298,"PNPA004","Chaom Chau Ti Pir","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី១","120914","11.534467","104.84961","","Authorized Dealer/ Authorized Agent","In effect"
299,"PNPA005","Trapeang Thloeng 4","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","ត្រពាំងផ្លុង","250507","11.531301","104.860961","068456594","Authorized Dealer/ Authorized Agent","In effect"
